"AUC_d"	"AUC_v"
0.709663054737144	0.614941756686603
0.728139917886124	0.629258600994247
0.701142511145531	0.618919898744655
0.689958697466648	0.633260049488416
0.699468037230797	0.614327631073634
0.691026858494618	0.595572079601155
0.676833722715102	0.579346636801446
0.679285229226527	0.588434070112189
0.691516420100773	0.623204040334432
0.691790734844136	0.621498796793322
0.670732153716608	0.612191909536917
0.684588101540798	0.603142987707077
0.689756369365722	0.595581884311036
0.675478458015295	0.593351830222981
0.65944634393939	0.590989859459926
0.685452449318128	0.60543714234729
0.690619390103027	0.601110539097322
0.701610314039584	0.60529267165212
0.683449082315221	0.589824089880654
0.701057523352501	0.645622103737708
0.664721356504225	0.592989281747144
0.692417250372504	0.592590894443232
0.662654831364789	0.581983500850915
0.653974528042291	0.596040712124064
0.702870941392171	0.596585115768802
0.680117985001487	0.594754743270661
0.691294866235915	0.609793299628368
0.699436650383439	0.639601129898481
0.703740215683221	0.628970390239746
0.681563967450018	0.594709200411744
0.671730999353783	0.623852006314929
0.671683168275667	0.590010027130752
0.696102426629001	0.610658957961306
0.679121593553691	0.612393580208355
0.714257316630368	0.630214223298625
0.686200962448991	0.607559138707474
0.695347741758945	0.611109355773464
0.674307384090223	0.605618342220437
0.703567100146125	0.642029389677639
0.713057140990764	0.632590075297405
0.69217700033814	0.606204945639386
0.685155873033176	0.576184100380091
0.658149903538803	0.602577403742833
0.653517742206288	0.624383079742964
0.690350806156211	0.599249350277116
0.675893531726253	0.629986068964067
0.681820688594351	0.598544795706192
0.694421585821621	0.601878272446796
0.659785713631728	0.60643287915625
0.697742892529661	0.600712581236303
0.680286027622071	0.605156833888903
0.672874169543467	0.600229452892916
0.654016135555592	0.597532379777994
0.681936180558969	0.5998709724989
0.663174658228518	0.621601119353347
0.671651296364128	0.610806193241682
0.70220304657728	0.612696649705623
0.680691396050076	0.622263140188761
0.686082163803396	0.630773369238457
0.666831143041953	0.585334221161225
0.684074823903307	0.61799638953251
0.685069966328993	0.592169884732509
0.664865886666732	0.589833341538807
0.713717887162499	0.614796964645199
0.702802796448404	0.607356150647342
0.683984147771785	0.611093551991059
0.651823061632972	0.561904171721756
0.692627605517024	0.619992706944533
0.675103239365632	0.602047153506971
0.671045642589994	0.56925351569175
0.676021895427984	0.609213106025903
0.683093039472158	0.605932242551891
0.687506370017907	0.58250439691096
0.688513552219699	0.609266104885596
0.678472679820062	0.582362167089295
0.685966976726336	0.614899672654403
0.677740802587937	0.602009536084524
0.70656791590091	0.582316753897058
0.687405901699771	0.602131860564472
0.667187581606601	0.592251101092349
0.691959532646853	0.614697099588715
0.681427075319578	0.620688989896958
0.692230937200697	0.599742074320655
0.715803090240925	0.644511160800173
0.674109869290544	0.645972836233732
0.66837784819554	0.601596888365877
0.686284601264785	0.585730009318315
0.658751567699823	0.600694550470613
0.700307958497636	0.615135042040803
0.663070369027645	0.602469823276111
0.661532479089497	0.597194390712212
0.697408702701951	0.598716399140469
0.668323212470292	0.600573207775102
0.694166646969537	0.621631191631288
0.676684313672604	0.607270040799695
0.668753135170488	0.62034752438781
0.655380222731192	0.563297019963512
0.710850964893503	0.595054242528529
0.673779544975835	0.569815944789291
0.700943456648931	0.601413701334464
0.677824875762024	0.577267804712723
0.685997795834838	0.637666138901868
0.656629649764071	0.598009248271585
0.691555939191071	0.60561228820933
0.703886046617902	0.596781257628533
0.703462780785158	0.605458001665639
0.649813641414045	0.590118608488415
0.683941202855753	0.577361564003037
0.670919549190017	0.606940180604409
0.687952344745347	0.607688693052385
0.671227584863423	0.611430493257505
0.657055467070952	0.6012808797715
0.698632685143515	0.612223129235436
0.687661906899501	0.62219338176437
0.659629822901326	0.573407438968594
0.695580496649562	0.597648693846531
0.644607829030782	0.586014578565259
0.651500433257449	0.583070694108263
0.691954368188494	0.612178221699814
0.695326443881644	0.609214693995791
0.680855265472073	0.613784225051962
0.691367186241198	0.635477470849885
0.684947190466637	0.575733494132835
0.692608274255185	0.59874796978453
0.705796653900818	0.611013821410904
0.689587285891626	0.600759219610797
0.685299499395362	0.608453488175541
0.699295248685384	0.595044942788162
0.70435851197601	0.64065995611817
0.663598011434831	0.596082453474248
0.701956644731958	0.635564908589013
0.678520253600611	0.60658066145226
0.684183175446673	0.585840415211272
0.642723942573712	0.574471459503401
0.690346869743062	0.618933341445079
0.689021374960203	0.621805511923305
0.687196148760062	0.606251946480793
0.703661672472678	0.61470014492554
0.71446345298201	0.622735950488202
0.68058845166932	0.606797181491034
0.668482681222188	0.622138199494691
0.646872000280862	0.607001584176267
0.706257577491422	0.606337616873344
0.688563315533754	0.617225400559912
0.689011444757046	0.609554676972457
0.696625087707805	0.611807142232782
0.673038471605727	0.602320694192397
0.671789124380526	0.597378145682578
0.686391459871664	0.625883674705162
0.692931962483389	0.590127023923024
0.715777891083373	0.625009084651861
0.678949148184398	0.61473703598865
0.696868252913816	0.589094470370502
0.69079972373754	0.614871155205491
0.668754333922864	0.607191499770314
0.700169904199061	0.613678004974291
0.663715116400392	0.595999458859643
0.680277217752324	0.612896072444528
0.687388675725662	0.585299018832994
0.699804784869638	0.627304079573752
0.675169843762745	0.585038973265879
0.704747181812162	0.619332300876998
0.690988916613436	0.597510784820572
0.679664567865921	0.628565198313911
0.654801989498333	0.589423623613892
0.67970978347498	0.567887158425325
0.722349046141098	0.613009377408531
0.687217376493968	0.599734898722348
0.665273079039301	0.594099700380797
0.664805503625046	0.603790864066581
0.68510236412533	0.598385177469606
0.704009412387514	0.625954905983328
0.691037273376473	0.621510969573836
0.6736964568588	0.600143202879889
0.675631629809822	0.6174750039884
0.677288471198675	0.627793368517443
0.711160810632998	0.607243740636255
0.68416050723928	0.615935646840806
0.664278365683522	0.600999192011783
0.688693082896517	0.601071250082235
0.671090020828144	0.601119914865819
0.678023812502688	0.622316373895124
0.698697063504887	0.623675210710039
0.688600460095337	0.611557425989159
0.700514574064764	0.608763512662219
0.663147335072582	0.602189197352773
0.68753245875479	0.596640031592373
0.686549537463519	0.60629465969668
0.723737233305909	0.629694560857227
0.668850123362731	0.603546084819402
0.673924704560549	0.59574304821013
0.671990557796048	0.55829568417745
0.679511977222608	0.602531598530053
0.661936767671112	0.611911223147725
0.691268696685652	0.60533400808866
0.685228148395336	0.605308972094255
0.680288431932613	0.603290759604349
0.686918374446684	0.614444172013845
0.668113627856136	0.564178219914223
0.68515167468941	0.592729469473766
0.674421670317672	0.615318861870179
0.694905690549809	0.62730584850837
0.675113213929233	0.59423771501443
0.690315036210519	0.6104632716551
0.701352492990958	0.59448583536388
0.69910628345221	0.590959107368108
0.663625142103663	0.594583582006126
0.68138893666896	0.619176939137205
0.684829429236944	0.573106334324389
0.709838071527928	0.632526652520737
0.670897715510095	0.597727899626363
0.68406808744099	0.593300291539303
0.703596013075829	0.604405025697295
0.685265943629653	0.589494899960259
0.699613147730693	0.616336333968767
0.680067601920505	0.603959356201886
0.678264347744598	0.571304115537543
0.66490181107914	0.595941572836458
0.647599095012074	0.581928225115492
0.711233946996334	0.630185131192674
0.643041840123302	0.623126652278289
0.678070833842414	0.623437904495265
0.684081822400003	0.591382711097814
0.651723157806268	0.613625915498026
0.69620388513865	0.616145268994753
0.702563767722448	0.615986860908158
0.692413497604641	0.605714736607717
0.687042935522986	0.614653976812109
0.672371452721311	0.560295160208136
0.707108466230078	0.625075224166579
0.697498353265011	0.605265386418305
0.688300011455454	0.562692151843803
0.701249047749308	0.597953109410343
0.689638349964825	0.624203345022129
0.676541979867871	0.56965441321835
0.663894031636034	0.613179756602698
0.708433423123728	0.626336504465618
0.683358973015077	0.598704990290917
0.684067521384678	0.605406377662968
0.684984101325837	0.593000855162387
0.679438133007705	0.622231483678393
0.673194302430007	0.602190026820433
0.678822377342592	0.599312635774319
0.678712324623804	0.592638612055393
0.670055288616504	0.610465383811834
0.711613080839271	0.611328005975997
0.667120572146895	0.585683902433165
0.688158571404602	0.611592656887292
0.718481175428919	0.641689627253737
0.651017983031569	0.602090219591102
0.69345855391271	0.615866487303505
0.684079739324964	0.601015354727875
0.710281041437451	0.630644723105685
0.710683748976201	0.636450756073957
0.718579341024306	0.615358859200532
0.695665260835098	0.607612105791667
0.666091047590747	0.598127959893545
0.649615072776264	0.580546670444149
0.687173200071581	0.618458226008577
0.680219443513487	0.613037983258335
0.696710461783157	0.605044579558714
0.672258015042442	0.585977038183513
0.687704731726053	0.587118385966877
0.678139112270396	0.587789977309288
0.668699979678321	0.600121553485272
0.699003593103681	0.598177584660023
0.667003039492691	0.580155858822708
0.681400717077649	0.584553309232592
0.666859709366275	0.591591086256019
0.679331443091648	0.61605543666647
0.686505257636206	0.613995943198222
0.696895671501937	0.623691119248068
0.678434774457109	0.627948694031406
0.660740542703314	0.612491271916613
0.698954285660609	0.622815853004822
0.665680245887554	0.588867030677479
0.677210640212454	0.645964942777791
0.700159532934564	0.634509604325439
0.710486878252674	0.608418430643117
0.661671621589819	0.618229361099867
0.698326063934089	0.582254946431282
0.698189926598948	0.622042203178837
0.669521658559935	0.613017578013554
0.657010340115395	0.591462490598293
0.698553640166398	0.613937535462781
0.665907835257865	0.59998224670712
0.701758624104616	0.613303049304047
0.676592173634359	0.606942800120745
0.690425595128387	0.607549051067139
0.675810839817814	0.587014036262681
0.688200448281719	0.603224901792559
0.697409074127724	0.618532525215383
0.687668767188214	0.626897797967737
0.672652261694929	0.603488349005996
0.697070081433073	0.623391963744395
0.661730934288772	0.609093678338581
0.688185300892098	0.616956546779492
0.716034860423582	0.631581588584695
0.669536315143307	0.607249481264809
0.687093584356512	0.584181148196484
0.684109062114449	0.605132759097095
0.70518718838089	0.629685536240491
0.670450204630317	0.611538017500285
0.69794707085389	0.615542285344739
0.693100651377043	0.609954860126869
0.686962354085887	0.59912581252235
0.670213756291585	0.586476015772368
0.676048955360808	0.596877617065793
0.694495048809044	0.61384286119541
0.682394876937202	0.600602268331761
0.701078708640447	0.586462493537988
0.66764726011015	0.596449033824344
0.689321474518314	0.634733162656289
0.716659288846731	0.629824529770587
0.66568142820661	0.594759127580415
0.725154309641633	0.63532432302177
0.696956041876979	0.616762991935276
0.657390138240162	0.60412835297414
0.681888861509354	0.608618292081289
0.680003534164119	0.611223158329195
0.661044294334228	0.601120056030055
0.696589234559911	0.601180227267498
0.661613245559399	0.588945066625955
0.681875432467414	0.629937219127316
0.719732611719834	0.617652470928466
0.653066759892743	0.581354070223835
0.700334315636278	0.635275846548056
0.669624050154792	0.587225366258787
0.662921344624098	0.595605113727619
0.718702852022252	0.625449970484599
0.678552673616928	0.589293841960852
0.702284344833535	0.630089524956661
0.659490734585234	0.585589002511396
0.694581016523193	0.622445268040865
0.700486564383351	0.603401398215654
0.706630413616535	0.613169469966546
0.677784823888759	0.607845837886381
0.68885959843964	0.634963940275754
0.675255023087694	0.647803728135915
0.69188178371914	0.604975904275276
0.687981015939611	0.579730495450863
0.70786770675057	0.615063231760934
0.664464067104061	0.61770086090854
0.688130971164506	0.599974879290617
0.680793217489547	0.608512004298441
0.693826373109892	0.608982413276117
0.694546696123155	0.605653088337088
0.711052752677631	0.620500143661684
0.672809770505367	0.571259077620671
0.70253087038406	0.623370204377503
0.706204670121212	0.621128457701831
0.686856140155634	0.585974846959092
0.696474628343828	0.647458863915285
0.690111224245889	0.623322924873938
0.680220379493768	0.590811693168397
0.646839135560281	0.597966602670345
0.715064467911301	0.596891552756879
0.696147510958957	0.621124691711481
0.674208909361244	0.610542468690841
0.692701347388683	0.622417321804807
0.681733306875471	0.584785521657183
0.708548353699668	0.603770289267219
0.692396654459996	0.623122495500563
0.674171342991771	0.612639209659938
0.697971220328244	0.605973785991454
0.714667507208946	0.633287201271868
0.693530282369299	0.58943550649734
0.640788433996658	0.633380263633262
0.65308036221426	0.596138440756668
0.687412776973763	0.612056695290729
0.680509643619572	0.626746122819521
0.648126221083487	0.606134353826863
0.640927163519053	0.595179806279142
0.675740346755632	0.598922228927463
0.692084588525759	0.615539521949379
0.672105047757975	0.592004651538592
0.67679547572499	0.585457590785298
0.693321573221221	0.608756959061343
0.682333695238927	0.606070108852883
0.703034656155145	0.615673802579544
0.719736362684432	0.642801364438486
0.688283975222468	0.622556097167448
0.682962733445725	0.625531310491302
0.702086573273355	0.600903575639203
0.661080812777779	0.601374527924064
0.690424426216439	0.634728218230938
0.671295813451607	0.589071576771964
0.66828996087907	0.592351823745726
0.651859112652458	0.608817076577021
0.685923644628328	0.605983933755939
0.689089910372646	0.601399898307478
0.696641786147352	0.591349461029953
0.684678627214963	0.625014581754825
0.698965307183072	0.599023062534172
0.707505700520722	0.600739808405942
0.678923913456382	0.590392005131883
0.704226803850987	0.648083012141703
0.717548475114046	0.616844109921366
0.692308862965097	0.635745379274619
0.683434273194142	0.630974104585356
0.688551600514051	0.606476610266258
0.667235344700851	0.59470492863425
0.668361653612949	0.617627178914952
0.689169574672082	0.62190352837677
0.690515841120888	0.622545656037365
0.689225939213314	0.610143517070694
0.695949700113481	0.599723499745125
0.677364583843584	0.57020436636173
0.696447526998647	0.608341368049335
0.683331125904308	0.614114074046564
0.674370630524544	0.612773196769821
0.68159018015329	0.58600931103927
0.687887360153708	0.62469257013309
0.648612143853373	0.594113888728141
0.658964076591624	0.622627660607782
0.695597810343617	0.641740110667958
0.646471528969314	0.592084698797623
0.657211342744826	0.605267938628474
0.693563478640437	0.616078636270535
0.708200081741762	0.607813129987887
0.68026504138579	0.616326469245143
0.648476250307073	0.582941419480708
0.682615303065213	0.603097967268586
0.701359511257046	0.594601384894659
0.698790189580375	0.604720981261041
0.670536962254211	0.611559323924183
0.68218452569925	0.609553098719812
0.675695100280038	0.589983612652884
0.689763304448786	0.583915020985342
0.69138870275731	0.614351667310819
0.684197927079786	0.597417314730291
0.685426941644728	0.576578715476364
0.700488537566485	0.605124602722535
0.69867173416496	0.606373854777297
0.691839478374339	0.59481840870287
0.662738366100551	0.603410879232395
0.667976508740939	0.623412099480869
0.718648333322286	0.639240720968731
0.688192473068271	0.613818445104714
0.689182416024801	0.60735194815889
0.680716903491738	0.612356438476117
0.665093548970435	0.606165955564493
0.709304855440358	0.624571744556745
0.68161837581629	0.582006878698874
0.636600049705375	0.548145178650771
0.689155032778389	0.622584451589575
0.692157023023125	0.639566346244341
0.675183728697876	0.604057925138644
0.685376764169812	0.613488575631108
0.687391493470583	0.604931166749816
0.696253458568265	0.63823780253685
0.670941852626022	0.601398568454988
0.66755426179543	0.601207459348985
0.677339007861898	0.592264915158224
0.646561492801912	0.591817981170769
0.70883558850927	0.589513769213193
0.711019841188095	0.615186056583893
0.693440122882036	0.598174999526875
0.655749558003031	0.600225415585922
0.648461508857408	0.593746943914102
0.70550231735622	0.608144150579534
0.669620676688436	0.609597257833232
0.700962675978514	0.578022418281876
0.658518880619882	0.597020680476461
0.718695351245451	0.650791819827537
0.690033445158196	0.596415222247338
0.69387396353022	0.635063579410302
0.709688562134328	0.607016707932716
0.676883550578354	0.614301333315424
0.685284052801128	0.632168511077013
0.685495550284482	0.60034236447957
0.704951893232906	0.606922415286762
0.667346669145655	0.590464411963624
0.713332242208453	0.647228699261224
0.663969602503551	0.570183796245579
0.707246947484042	0.626093994792952
0.667048197689931	0.606124007314853
0.655583251290442	0.5943487639691
0.691904956724172	0.60921974833158
0.711261005016788	0.641354484058778
0.700632352936752	0.604912446465677
0.673641827856557	0.608371056407063
0.680289386455889	0.600726310658306
0.701164923560346	0.633330100706485
0.688776227762997	0.608446409055013
0.680779049797263	0.613284220773813
0.701870975376799	0.612580543713865
0.706295324909725	0.613590073413703
0.698759004647011	0.608946005488244
0.652223470820763	0.595786621363922
0.673920610348439	0.605602288807479
0.669284239419464	0.605583397560343
0.702581770355678	0.642273707758023
0.670225080776912	0.603600333565724
0.682656562315254	0.602150303821214
0.719894948013432	0.617453646211955
0.680954166966333	0.608301549501509
0.691780990606107	0.62006394151948
0.667688209295028	0.570024058270395
0.696342192497493	0.627655382724297
0.67493312007828	0.602397569458601
0.716378935551303	0.655035852546917
0.70289487298671	0.616480585253841
0.662883130406795	0.576492769611525
0.718658282685491	0.62370565890676
0.682158827773935	0.620536754039185
0.695141150897978	0.603088565867404
0.69812171791974	0.606694389313178
0.681997652016428	0.597873936586648
0.695089240670977	0.627160513595488
0.683937711646315	0.617506445036824
0.677749963094255	0.587295057065917
0.674710376397412	0.602354161842213
0.64543256018378	0.598602534121434
0.668006072268654	0.628975254970333
0.650229419713111	0.588838144115283
0.702193545001819	0.617216944803813
0.667389054768497	0.567708328258774
0.687409498158923	0.589161886973677
0.672424039677425	0.596091470044222
0.694211387770797	0.642318706677603
0.640517309472653	0.586275039389931
0.654288073782671	0.61221330390135
0.677545024542253	0.614744083154877
0.705046643627126	0.597089501872036
0.700512519473777	0.65323380867352
0.679888802711412	0.586900321827304
0.682049301045758	0.603782452716523
0.723129799592068	0.632085976120606
0.696431156011434	0.618925237109207
0.660332807941243	0.585619480510433
0.691184096011823	0.586592046952536
0.696145503489523	0.634899885463451
0.662096691207466	0.596806168988978
0.729145856853458	0.639908765245678
0.694436342703696	0.590731967222403
0.686896911436039	0.648355498461501
0.660754336251536	0.586262471376592
0.709388035993665	0.616913703830068
0.687877386284766	0.597897808752224
0.673406643014035	0.613109791959194
0.669617246707377	0.581065591344238
0.684235183275166	0.600002237409515
0.705214755863518	0.597370397371352
0.699680390166272	0.600453664800851
0.661218384674046	0.576658277239254
0.704140307555882	0.602294563905556
0.701719487721719	0.621825159608023
0.677967274892628	0.599958548923348
0.704827135647332	0.598604596632729
0.671690836389333	0.605085106584604
0.673733813796991	0.579986344815641
0.684331894114965	0.63547922118021
0.686364352527553	0.62237425297424
0.69647956422597	0.604434547258386
0.648372855867146	0.593125705008742
0.683390899808381	0.608848750613084
0.66530669040736	0.602831043866917
0.695104612729906	0.623013202388876
0.715947034058955	0.62800864460525
0.702128944120167	0.621126168265116
0.673715431953584	0.599511052271088
0.679030610192579	0.58802261903707
0.69198352731772	0.610229063603778
0.670548312738556	0.578793576102288
0.660708089233331	0.597639723866437
0.693238310875393	0.593163333047622
0.692627398160675	0.613657261307449
0.668940101252435	0.590646291516623
0.669368037223973	0.588846207629515
0.65427888969113	0.58599838451652
0.705029980840607	0.599129094179635
0.669774627262972	0.598261556235742
0.6936809696172	0.611377151964306
0.657376002735873	0.591001943204503
0.700055550014517	0.636467691339735
0.677412062067016	0.594404521283079
0.670834525981993	0.610120307405445
0.680075500064597	0.57043552722119
0.683492597939163	0.600490167555549
0.684801917329106	0.621684406749503
0.681282839493951	0.617447611916645
0.662962709127719	0.563942709764582
0.662837935972428	0.613589550443921
0.692202556075193	0.612902005398836
0.656786674259832	0.592954065445174
0.713231412682203	0.645464481937149
0.68624790927841	0.584576119623438
0.703812300235248	0.648130694511287
0.668580220736961	0.582442720341162
0.695214774713881	0.637793172959867
0.671679910144489	0.589177835961122
0.658911874546164	0.569534319440629
0.679052741569751	0.584796450123913
0.653837651546941	0.589340577372219
0.690788667371242	0.611976398767293
0.670024979305204	0.611716511702112
0.710331700113698	0.620464452444747
0.677086639188818	0.563892172400684
0.684559991720504	0.593003226672352
0.671317776659738	0.589572020547906
0.700506529088083	0.624094164640494
0.657600741725406	0.596752821553767
0.694651673349755	0.598487873210912
0.678801933794639	0.613913065531927
0.677733683090686	0.584887903140486
0.687719538044363	0.604194365402941
0.6775449360804	0.591703629449122
0.70367775747384	0.642865570093738
0.685799949449747	0.588376018186592
0.688430664915682	0.586080129997498
0.691653054419991	0.641096514451143
0.658630623462517	0.591404069135036
0.731585393110515	0.598901982408396
0.684097446925361	0.622975354387169
0.669754215806123	0.602120756946259
0.651268092472788	0.593383683128474
0.68640158608572	0.581330340358912
0.699439357282387	0.621195045446779
0.680610809514346	0.581304450093535
0.720060326131257	0.639943463585369
0.69699228285677	0.605297504830224
0.68525303443205	0.604033873903478
0.639198915072898	0.567749757729118
0.666401944179004	0.591931488954624
0.700731258246702	0.618806688703692
0.659928865741192	0.591465938769976
0.70314378681034	0.579098044030671
0.676851705425376	0.614387118737029
0.686360971325619	0.596805405291536
0.680677616959109	0.573323059271145
0.647496591501599	0.582851763000201
0.669792882501424	0.592000907524543
0.66753175683843	0.606880670939935
0.664638900992376	0.619226188190263
0.663143252682021	0.603130050566684
0.648505149608397	0.606498634283012
0.672208421857972	0.603680004957852
0.713820902777344	0.62794393460267
0.697751841619862	0.629041047177449
0.699469146157789	0.615066941097284
0.704023288903592	0.62862095147876
0.679005685350471	0.612359804675984
0.685078875018417	0.628090877528736
0.680278545507922	0.624197793676991
0.678400554841096	0.607291802064596
0.698086776883667	0.59184153464229
0.721424979731394	0.617707171503185
0.687672180915352	0.622098403046132
0.669754255056049	0.599077855853212
0.714369728546786	0.637839476392582
0.698104834596821	0.621305411973885
0.683530116695748	0.635447764781416
0.675056935274029	0.590819211503296
0.68279298199019	0.633453332767849
0.67777884235232	0.587549980032578
0.687886574277229	0.611202530649726
0.698993189452191	0.610700802621505
0.695552413744492	0.617352906390575
0.650557897720754	0.572819555172578
0.697335527673308	0.613489817421295
0.678179616365393	0.557600651536266
0.662495465776527	0.627414493066162
0.709837819760128	0.636461340510334
0.710746523807685	0.611816829263473
0.673123017136735	0.594197690301018
0.669447169620278	0.589537677759858
0.663210387696031	0.613264273398013
0.671644856676062	0.590062584047486
0.687173467021841	0.606611030474185
0.702344319602338	0.620124171571006
0.653582042696622	0.597535115260567
0.644706086455477	0.586126798362611
0.688135975536205	0.626586870296277
0.690083425556926	0.620462755055107
0.681363638252336	0.57946729320567
0.669336279971783	0.60341620702115
0.679719777058789	0.611573937530614
0.702429020045694	0.623469778084154
0.708039332323664	0.595137509370543
0.680039739793165	0.602852983615579
0.686051960446469	0.599267797930415
0.671385526786766	0.587465288676105
0.685040087915613	0.605057761139896
0.672860920046628	0.595629348176141
0.670461921301969	0.600146155740994
0.671153850995519	0.59298413740797
0.690808828048075	0.61954502241825
0.703804581515702	0.629250002925325
0.68239670038462	0.591561758913968
0.687692933622099	0.620745509920337
0.683194302419203	0.616508423190636
0.670201154381634	0.633973026989272
0.681743048173054	0.619772904460521
0.714713200495875	0.606272055099148
0.677617010577139	0.60273624106645
0.687431841759593	0.58955351418047
0.672932071519373	0.588157196156532
0.661951468771104	0.585585970780668
0.676439256263184	0.579974731090331
0.674989897462659	0.63335764667834
0.700185172553464	0.617058814499686
0.65509970782291	0.600308988954377
0.681531809964639	0.572244164457005
0.69177736235948	0.636355530980972
0.666763266473532	0.583596243408447
0.702693675088566	0.631021288397568
0.677999424119882	0.607288819412291
0.678563095967384	0.594156527978716
0.672598786197405	0.581825344186085
0.641401056092169	0.605594281161903
0.699476592458698	0.619362006418333
0.661582762462335	0.580155394982872
0.676178685328869	0.6199033960442
0.680607477957875	0.612028895101785
0.716650004173592	0.62626066437416
0.680829010657049	0.61937153479552
0.663691154870372	0.578242801131084
0.706660844006001	0.615185233928616
0.695343290537767	0.609520414204212
0.714665122030809	0.627181822565012
0.681882442819019	0.652940441482905
0.673561577766518	0.57955070842238
0.700191190882495	0.619587057867336
0.656731432386988	0.583793312150956
0.677777000297683	0.61226839551682
0.681939873194945	0.595702933728574
0.673566822079596	0.606204739367878
0.688658025448054	0.618392981102878
0.67302231542998	0.617091960083567
0.698319240663565	0.631533427936612
0.670497335829181	0.585974389541198
0.673558514124785	0.586554138946737
0.687856431778932	0.565763037385391
0.649341896728411	0.579882117384056
0.676383666971413	0.641281039431811
0.689458935361906	0.615398651439683
0.675396677490445	0.605345578503467
0.669422989445736	0.618299445116785
0.700401964224408	0.623547312874435
0.691932937931704	0.619348024224485
0.687805927693236	0.600690976797816
0.723051309511489	0.649268827795214
0.682172751438629	0.579256339695572
0.687501598614046	0.640366271553244
0.665190124716811	0.582720363724875
0.70244657232123	0.603413651578679
0.705281598655359	0.606310993127884
0.696697265206726	0.593177742162338
0.673373375170744	0.583174434554466
0.685159743172152	0.617425627811013
0.665075993071973	0.59323542184224
0.69933600096512	0.631278974649096
0.691501063687684	0.605461850380978
0.679581514646542	0.607410446361183
0.691292665820627	0.580553612550105
0.677029001058107	0.605978481561026
0.691182672095504	0.585612309181985
0.71076488474123	0.614786809672733
0.683730557250711	0.612881699727544
