Donor_ID	Sample_ID	Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30	Signature.33	Signature.36	Signature.38	Signature.51	Signature.52	Signature.MMR1	Signature.MMR2	Signature.PLATINUM	Signature.N1	Signature.N2	Signature.N3	Signature.N4	Signature.N5	Signature.N6	Signature.N7	Signature.N8	Signature.N9	Signature.N10	Signature.N11	Signature.N12	del.mh	del.rep	del.none	ins	clustered_del_1-10Kb	clustered_del_10-100Kb	clustered_del_100Kb-1Mb	clustered_del_1Mb-10Mb	clustered_del_>10Mb	clustered_tds_1-10Kb	clustered_tds_10-100Kb	clustered_tds_100Kb-1Mb	clustered_tds_1Mb-10Mb	clustered_tds_>10Mb	clustered_inv_1-10Kb	clustered_inv_10-100Kb	clustered_inv_100Kb-1Mb	clustered_inv_1Mb-10Mb	clustered_inv_>10Mb	clustered_trans	non-clustered_del_1-10Kb	non-clustered_del_10-100Kb	non-clustered_del_100Kb-1Mb	non-clustered_del_1Mb-10Mb	non-clustered_del_>10Mb	non-clustered_tds_1-10Kb	non-clustered_tds_10-100Kb	non-clustered_tds_100Kb-1Mb	non-clustered_tds_1Mb-10Mb	non-clustered_tds_>10Mb	non-clustered_inv_1-10Kb	non-clustered_inv_10-100Kb	non-clustered_inv_100Kb-1Mb	non-clustered_inv_1Mb-10Mb	non-clustered_inv_>10Mb	non-clustered_trans
DO20923	SA255656	0	0	283.411894773819	0	240.634040286743	0	0	0	0	0	0	0	67.8020212695188	0	0	130.46088395663	264.1443	0	0	0	0	0	0	0	0	0	0	0	0	289.158159713349	0	0	0	0	0	373.912	0	0	0	0	0	0	0	0	0	0	0	0	0	902.7017	106	258	159	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DO20928	SA495342	0	824.81014112257	419.16888177646	569.9213	0	0	0	0	0	0	0	0	100.279832857437	0	0	192.952885366056	380.958	683.358858877207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	54	36	339	0	0	0	2	0	0	0	0	2	0	6	15	39	4	0	10	6	4	0	0	10	0	4	4	4	4	20	55	87	14	14	28
DO44462	SA494805	0	0	2250.930662929	0	295.10234359131	0	0	0	0	0	0	0	538.501211482048	0	0	1036.15412558869	0	0	0	0	0	0	0	0	0	0	0	0	0	354.610056408802	0	0	0	0	0	825.9562	0	0	0	0	0	0	0	0	0	0	0	0	0	719.9112	205	121	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	6	0	0	0	2	62	26	16	2	0	32
DO44465	SA494956	0	211.907115377786	308.484421595817	392.9656	370.354366876015	0	0	0	0	0	0	0	73.8002451557196	0	0	142.002333248428	327.5545	175.565984622157	0	0	0	0	0	0	0	0	0	0	0	445.036733124126	0	0	0	0	0	509.3074	0	0	0	0	0	0	0	0	0	0	0	0	0	1186.886	109	356	179	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0
DO44469	SA495048	0	281.642084377704	629.239096178948	1209.288	290.626702564173	0	0	0	0	0	0	0	150.53596327277	0	0	289.65294054821	545.4532	233.34171562222	0	0	0	0	0	0	0	0	0	0	0	349.231897435938	0	0	0	0	0	756.7415	0	0	0	0	0	0	0	0	0	0	0	0	0	2811.682	224	678	392	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	4	0
DO44478	SA495215	172.3698	0	199.588250467843	185.9383	249.710001496465	0	0	0	0	0	0	0	47.7484786380139	0	0	91.8749708941204	0	0	0	0	0	0	0	0	0	0	0	0	0	300.06429850363	0	0	0	0	0	410.5719	0	0	0	0	0	0	0	0	0	0	0	0	0	453.2874	57	147	74	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10
DO44485	SA495321	0	0	442.677942777135	0	557.477975883412	0	0	0	0	0	0	0	105.904021126833	0	0	203.774636095982	502.8989	0	0	0	0	0	0	0	0	0	0	0	0	669.8940241168	0	0	0	0	0	893.7658	0	0	0	0	0	0	0	0	0	0	0	0	0	1966.285	170	541	270	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
DO44496	SA495518	0	399.699222234169	834.979712922384	1250.168	0	0	0	0	0	0	0	0	199.75630274926	0	0	384.359984328261	943.8916	331.152577765723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1609.578	0	0	0	0	0	0	0	0	0	0	0	0	0	3525.934	325	870	454	514	0	0	0	2	8	0	0	0	8	4	2	0	2	11	14	7	0	2	0	2	2	0	0	2	4	0	8	12	10	1	4	23
DO44515	SA495070	0	0	411.097486531933	581.3209	351.144102379672	0	0	0	0	0	0	0	98.3488732818661	0	0	189.237440186154	472.9475	0	0	0	0	453.4702	0	0	0	0	0	0	0	421.952697620462	0	0	0	0	0	836.0233	0	0	0	0	0	0	0	0	0	0	0	0	0	1508.737	113	285	173	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0
DO44517	SA495100	691.642	519.999012569038	401.371425254467	1454.196	0	0	0	0	0	0	0	0	96.0220598143874	0	0	184.760314931099	0	430.821487430822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705.1253	0	0	0	0	0	0	0	0	0	0	0	0	0	1410.251	179	424	243	316	0	2	0	3	6	0	6	0	4	0	6	4	0	16	2	21	0	2	0	3	0	0	2	0	2	0	4	8	18	4	0	9
DO44520	SA495155	0	0	491.295834167917	951.4137	0	0	0	0	0	0	0	0	117.535118363551	0	0	226.154547468476	507.6872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624.1154	0	0	0	0	0	0	0	0	0	0	0	0	0	1873.845	130	414	230	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DO44525	SA495252	0	0	432.607733088224	0	636.117138934671	0	0	0	0	0	0	0	103.494875342528	0	0	199.139091569199	480.8311	0	0	0	0	424.3509	0	0	0	0	0	0	0	764.390861065571	0	0	0	0	0	1667.914	0	0	0	0	0	0	0	0	0	0	0	0	0	1578.445	178	532	269	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	10
DO44528	SA495380	0	187.734901635509	230.20257285838	731.0189	439.607801198371	0	0	0	0	0	0	0	55.0724935299495	0	0	105.967433611644	412.2287	155.539198364441	0	0	0	332.781	0	0	0	0	0	0	0	528.255198801797	0	0	0	0	0	583.6159	0	0	0	0	0	0	0	0	0	0	0	0	0	1418.067	127	404	193	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DO48474	SA514999	0	0	285.289383517331	0	450.652148768615	0	0	0	0	0	0	0	68.251182134212	0	0	131.325134348424	269.3698	0	0	0	0	260.8897	0	0	0	0	0	0	0	541.526651231557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808.6083	104	267	146	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DO48482	SA515399	0	277.886009263291	480.886830402564	507.6147	588.579179854694	0	0	0	0	0	0	0	115.044921206314	0	0	221.363048391067	529.162	230.229790736634	0	0	0	0	0	0	0	0	0	0	0	707.26682014553	0	0	0	0	0	667.9669	0	0	0	0	0	0	0	0	0	0	0	0	0	2339.137	208	641	271	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0
DO48495	SA515781	0	171.441421865388	342.968810256555	0	500.848203854094	0	0	0	0	0	0	0	82.0501150325913	0	0	157.876274710815	309.976	142.039978134565	0	0	0	0	0	0	0	0	0	0	0	601.844796146097	0	0	0	0	0	638.9813	0	0	0	0	0	0	0	0	0	0	0	0	0	1036.592	104	304	144	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DO48509	SA516035	0	310.380379473759	615.626729109729	664.2816	480.8940885276	0	0	0	0	0	0	0	147.279409759756	0	0	283.386861130444	630.3693	257.151520526156	0	0	0	0	0	0	0	0	0	0	0	577.866911472583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2845.14	227	684	360	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DO48516	SA514993	0	0	412.314803421041	0	270.508165182043	0	0	0	0	0	0	0	98.6400979874237	0	0	189.797798591488	531.45	0	0	0	0	0	0	0	0	0	0	0	0	325.056434818061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2374.244	186	583	278	248	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DO49728	SA521593	518.8106	952.302859053143	0	0	375.432374008634	0	0	0	0	0	0	0	0	0	0	0	0	788.987140946599	0	0	0	0	0	0	0	0	0	0	0	451.138725991509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	113	50	233	2	0	2	2	0	0	2	4	2	0	2	2	6	0	0	6	2	2	6	6	8	0	4	4	2	8	8	22	24	10	6	32
DO49736	SA521664	0	363.73420142912	483.270215545736	580.4509	480.199609734597	0	0	0	0	0	0	0	115.615110154452	0	0	222.460174299757	566.4279	301.355398570782	0	0	0	0	0	0	0	0	0	0	0	577.032390265586	0	0	0	0	0	1027.183	0	0	0	0	0	0	0	0	0	0	0	0	0	2107.452	207	633	323	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DO49738	SA521717	178.0472	0	164.498115885439	0	258.738044123676	0	0	0	0	0	0	0	39.3536931855361	0	0	75.7221909290063	0	0	0	0	0	0	0	0	0	0	0	0	0	310.912855876423	0	0	0	0	0	279.0739	0	0	0	0	0	0	0	0	0	0	0	0	0	196.5521	32	75	45	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2
DO49768	SA521667	496.789	0	576.056016388916	0	0	0	0	0	0	0	0	0	137.812713565908	0	0	265.17157004511	494.7838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1924.995	119	471	205	248	0	0	0	2	0	0	0	2	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0
DO51551	SA534051	0	0	249.088195002064	311.6181	321.760836367039	0	0	0	0	0	0	0	59.5905937857486	0	0	114.660911212159	0	0	0	0	0	0	0	0	0	0	0	0	0	386.644263633083	0	0	0	0	0	424.8426	0	0	0	0	0	0	0	0	0	0	0	0	0	521.0334	56	124	71	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2
DO46826	SA507122	0	187.458172746765	342.532520211955	412.5261	0	0	0	0	0	0	0	0	81.9457392197579	0	0	157.675440568248	281.0397	155.309927253185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355.8163	0	0	0	0	0	0	0	0	0	0	0	0	0	932.9514	46	147	71	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
DO46827	SA507128	637.5175	400.926071870768	766.704292564574	2027.646	0	0	0	0	0	0	0	0	183.422438191528	0	0	352.931269243811	0	332.169028129123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1289.046	115	331	186	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	10	0	2	0	0	2
DO46830	SA507152	0	0	247.785032236345	338.6983	789.159098979414	0	0	0	0	0	0	0	59.2788317489808	0	0	114.061036014646	0	0	0	0	0	318.7161	0	0	0	0	0	0	0	948.293901020886	0	0	0	0	0	724.3548	0	0	0	0	0	0	0	0	0	0	0	0	0	401.6423	68	170	85	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	12
DO46832	SA507164	0	391.208075199531	300.256044309619	1663.245	481.094846949122	0	0	0	0	0	0	0	71.8317299943582	0	0	138.214625695988	0	324.117624800363	0	0	0	0	0	0	0	0	0	0	0	578.108153051061	0	0	0	0	0	553.4124	0	0	0	0	0	0	0	0	0	0	0	0	0	928.3694	106	304	136	173	0	0	2	2	0	0	0	0	4	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	2	0	4	2	6	2	2	2
DO46834	SA507173	0	0	106.68424238264	0	64.5605018272174	0	0	0	0	0	0	0	25.5225959267623	0	0	49.1091616905854	102.9634	0	0	0	0	0	0	0	0	0	0	0	0	77.5791981728073	0	0	0	0	0	154.6962	0	0	0	0	0	0	0	0	0	0	0	0	0	314.9173	31	96	41	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10
DO46836	SA507185	0	0	907.605089180032	2550.351	454.11990984698	0	0	0	0	0	0	0	217.130828647891	0	0	417.791082171974	0	0	0	0	0	0	0	0	0	0	0	0	0	545.693690153193	0	0	0	0	0	976.7834	0	0	0	0	0	0	0	0	0	0	0	0	0	3110.086	304	810	438	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
DO46838	SA507191	0	382.458574949394	552.553604177862	1392.66	432.66782783682	0	0	0	0	0	0	0	132.190115919149	0	0	254.352879902926	496.0228	316.868625050503	0	0	0	0	0	0	0	0	0	0	0	519.915772163345	0	0	0	0	0	780.7489	0	0	0	0	0	0	0	0	0	0	0	0	0	1911.661	209	519	256	314	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	2	0	0	2	0	0	0	0	0	0	0	8	4	4	0	6
DO46844	SA507213	0	476.332615852344	939.972338476669	2883.335	317.114459840693	0	0	0	0	0	0	0	224.87420486362	0	0	432.690456659604	0	394.643684147527	0	0	0	0	0	0	0	0	0	0	0	381.060940159427	0	0	0	0	0	642.8991	0	0	0	0	0	0	0	0	0	0	0	0	0	1704.604	163	504	273	250	0	0	0	4	0	0	0	0	2	0	0	0	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
DO46847	SA507225	632.4662	452.173965106986	814.524976428142	1394.823	0	0	0	0	0	0	0	0	194.86281555123	0	0	374.944208020536	712.8983	374.628134892892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1372.841	0	0	0	0	0	0	0	0	0	0	0	0	0	2165.172	203	610	298	377	2	0	0	2	2	0	0	0	5	4	2	0	0	4	12	0	0	0	0	4	4	2	0	0	1	0	8	16	6	8	6	10
DO46850	SA507234	436.3896	282.774321172895	576.029833102355	1258.566	325.647237800872	0	0	0	0	0	0	0	137.806449609507	0	0	265.159517288072	485.4897	234.279778827029	0	0	0	0	0	0	0	0	0	0	0	391.314362199252	0	0	0	0	0	590.2032	0	0	0	0	0	0	0	0	0	0	0	0	0	2100.783	140	426	276	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2
DO46853	SA507246	0	213.015616928369	287.427763704911	1295	539.59503341244	0	0	0	0	0	0	0	68.7627573420074	0	0	132.309478953049	0	176.484383071573	0	0	0	316	0	0	0	0	0	0	0	648.404966587765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	742.5	107	286	145	165	0	0	0	6	0	0	0	2	4	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	1	0	2
DO46856	SA507258	0	536.33416574098	869.511643370854	766.6481	0	0	0	0	0	0	0	0	208.017546281798	0	0	400.255810347248	560.1082	444.355234258874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2417.967	221	578	325	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
DO46859	SA507268	552.4403	226.663491956792	216.50359500755	1116.379	355.149641673155	0	0	0	0	0	0	0	51.7952196937405	0	0	99.6614852986846	0	187.791708043147	0	0	0	0	0	0	0	0	0	0	0	426.76595832698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711.4232	98	286	174	129	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
DO46869	SA507296	361.9551	222.490901582166	393.672185712179	978.1762	356.656510766462	0	0	0	0	0	0	0	94.1801328775452	0	0	181.216181410231	0	184.334698417773	0	0	0	693.9965	0	0	0	0	0	0	0	428.576689233674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694.9937	76	225	101	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
DO46873	SA507302	498.2736	323.785269037224	582.5417635671	1528.737	288.844494658361	0	0	0	0	0	0	0	139.364330757116	0	0	268.157105675717	0	268.257530962688	0	0	0	0	0	0	0	0	0	0	0	347.090305341749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705.7629	85	202	97	131	2	0	0	0	0	0	0	2	0	0	0	2	4	0	0	9	2	2	2	2	2	0	4	2	0	0	10	0	10	2	2	5
DO46877	SA507314	7108.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19093.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	9297	279	3772	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	2	4	0	0	2	0	0	2	2	4	0	0	2	2	0	0	6
DO46881	SA507326	632.3066	507.08999273566	971.720603111244	1424.564	558.727946869903	0	0	0	0	0	0	0	232.469498334777	0	0	447.304898553869	0	420.126307264203	0	0	0	0	0	0	0	0	0	0	0	671.39605313031	0	0	0	0	0	849.2402	0	0	0	0	0	0	0	0	0	0	0	0	0	1028.185	122	313	180	158	0	0	0	2	0	0	0	2	2	0	0	0	6	2	0	2	0	0	2	2	2	2	0	0	0	0	2	4	8	0	2	0
DO46885	SA507332	0	268.733830197378	0	961.7028	172.856452885319	0	0	0	0	0	0	0	0	0	0	0	0	222.647169802549	0	0	0	0	0	0	0	0	0	0	0	207.713147114747	0	0	0	0	0	340.4568	0	0	0	0	0	0	0	0	0	0	0	0	0	845.8773	86	221	142	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	10	0	2
DO46889	SA507338	0	220.600668265634	368.863845309635	931.8183	328.093583634172	0	0	0	0	0	0	0	88.2451116076117	0	0	169.796343082712	0	182.768631734307	0	0	0	0	0	0	0	0	0	0	0	394.254016365953	0	0	0	0	0	421.9555	0	0	0	0	0	0	0	0	0	0	0	0	0	1040.321	124	280	162	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	2
DO46893	SA507348	507.4327	258.665601944418	418.170857267154	886.5088	192.821378280665	0	0	0	0	0	0	0	100.041070546273	0	0	192.493472186526	0	214.305598055512	0	0	0	0	0	0	0	0	0	0	0	231.704021719409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832.5691	106	240	139	131	0	2	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	10
DO46897	SA507357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33260.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	631	366	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	2
DO46901	SA507363	317.515	0	458.053768905923	818.1154	351.770450486638	0	0	0	0	0	0	0	109.582455622507	0	0	210.852475471517	0	0	0	0	0	0	0	0	0	0	0	0	0	422.705349513496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1282.099	81	259	140	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
DO46905	SA507369	0	0	733.259703993948	2141.387	0	0	0	0	0	0	0	0	175.421324803448	0	0	337.535971202521	0	0	0	0	0	12940.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190.049	138	549	293	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	6	6	0	4	8
DO46909	SA507381	469.2363	361.617553567251	387.293407556393	1900.881	502.133602797324	0	0	0	0	0	0	0	92.6541064115873	0	0	178.279886031975	0	299.601746432651	0	0	0	0	0	0	0	0	0	0	0	603.389397202867	0	0	0	0	0	634.2919	0	0	0	0	0	0	0	0	0	0	0	0	0	1285.538	128	350	180	212	0	0	0	0	3	0	0	2	2	2	0	2	2	0	2	6	2	0	0	2	1	0	0	0	0	0	4	4	0	2	0	10
DO46913	SA507393	430.0868	0	577.874607447379	1221.068	0	0	0	0	0	0	0	0	138.247784047776	0	0	266.008708504779	439.0469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415.1532	0	0	0	0	0	0	0	0	0	0	0	0	0	919.4101	67	206	98	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	4	2	0	6
DO46917	SA507405	0	278.754205134597	420.747057309335	1688.517	239.68048320497	0	0	0	0	0	0	0	100.657387550871	0	0	193.679355139746	0	230.949094865328	0	0	0	0	0	0	0	0	0	0	0	288.012316795122	0	0	0	0	0	508.7039	0	0	0	0	0	0	0	0	0	0	0	0	0	1253.271	96	292	172	119	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	2	0	0	2	0	8	2	2	2
DO46921	SA507417	0	0	190.845680504671	310.9214	249.906308713166	0	0	0	0	0	0	0	45.6569506339889	0	0	87.8505688613182	0	0	0	0	0	0	0	0	0	0	0	0	0	300.300191286929	0	0	0	0	0	228.8381	0	0	0	0	0	0	0	0	0	0	0	0	0	517.8707	46	130	61	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DO46925	SA507421	0	196.025666328574	365.32180560702	747.8619	412.114571257317	0	0	0	0	0	0	0	87.3977320315152	0	0	168.165862361423	363.4329	162.408133671373	0	0	0	0	0	0	0	0	0	0	0	495.21792874284	0	0	0	0	0	642.3814	0	0	0	0	0	0	0	0	0	0	0	0	0	1296.261	107	350	162	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
DO46929	SA507430	0	0	0	2775.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6317.251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838.5333	127	456	214	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DO46933	SA507436	0	313.371239052342	561.519055690453	1628.923	482.559656698916	0	0	0	0	0	0	0	134.334964972265	0	0	258.479879337217	457.9001	259.629460947573	0	0	0	0	0	0	0	0	0	0	0	579.868343301268	0	0	0	0	0	774.1765	0	0	0	0	0	0	0	0	0	0	0	0	0	1434.754	135	524	227	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	4	0	0	0	0	0
DO46937	SA507448	0	553.395978348643	1063.35269185806	4016.399	0	0	0	0	0	0	0	0	254.391093528022	0	0	489.485214613795	0	458.491021651207	0	0	0	632.5551	0	0	0	0	0	0	0	0	0	0	0	0	0	770.22	0	0	0	0	0	0	0	0	0	0	0	0	0	1992.624	166	476	228	264	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	8	2	0	2	0	0	0	2	0	0	4	4	2	2	0	8
DO46945	SA507463	284.6309	283.96906807082	239.584250369016	1049.483	241.747977003446	0	0	0	0	0	0	0	57.3169183753765	0	0	110.28603125558	0	235.269631929104	0	0	0	0	0	0	0	0	0	0	0	290.496722996646	0	0	0	0	0	401.1845	0	0	0	0	0	0	0	0	0	0	0	0	0	828.3809	76	218	111	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
DO46953	SA507484	0	279.041543787059	573.694166263455	1786.3	253.970667498928	0	0	0	0	0	0	0	137.247676545956	0	0	264.084357190524	0	231.187156212865	0	0	0	0	0	0	0	0	0	0	0	305.184132501169	0	0	0	0	0	484.268	0	0	0	0	0	0	0	0	0	0	0	0	0	1033.937	113	283	150	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4
DO46957	SA507491	0	413.978761030377	472.069946976637	1261.271	345.852709938386	0	0	0	0	0	0	0	112.935614827156	0	0	217.304438196152	508.2958	342.983238969511	0	0	0	0	0	0	0	0	0	0	0	415.594290061746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2105.939	164	547	267	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	4	0	0	0	6
DO46961	SA507503	0	243.645621957557	518.391711233167	1644.335	237.020752063003	0	0	0	0	0	0	0	124.017398278304	0	0	238.62739048847	0	201.861478042377	0	0	0	0	0	0	0	0	0	0	0	284.816247937087	0	0	0	0	0	526.327	0	0	0	0	0	0	0	0	0	0	0	0	0	1390.9	129	404	191	171	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
DO46973	SA507536	609.0406	325.953653169597	753.57263886884	1102.288	404.584222791028	0	0	0	0	0	0	0	180.280888102769	0	0	346.886473028306	0	270.054046830314	0	0	0	0	0	0	0	0	0	0	0	486.169077209126	0	0	0	0	0	706.7879	0	0	0	0	0	0	0	0	0	0	0	0	0	1487.262	122	363	208	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6
