Donor_ID	Sample_ID	Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30	Signature.33	Signature.36	Signature.38	Signature.51	Signature.52	Signature.MMR1	Signature.MMR2	Signature.PLATINUM	Signature.N1	Signature.N2	Signature.N3	Signature.N4	Signature.N5	Signature.N6	Signature.N7	Signature.N8	Signature.N9	Signature.N10	Signature.N11	Signature.N12	del.mh	del.rep	del.none	ins	clustered_del_1-10Kb	clustered_del_10-100Kb	clustered_del_100Kb-1Mb	clustered_del_1Mb-10Mb	clustered_del_>10Mb	clustered_tds_1-10Kb	clustered_tds_10-100Kb	clustered_tds_100Kb-1Mb	clustered_tds_1Mb-10Mb	clustered_tds_>10Mb	clustered_inv_1-10Kb	clustered_inv_10-100Kb	clustered_inv_100Kb-1Mb	clustered_inv_1Mb-10Mb	clustered_inv_>10Mb	clustered_trans	non-clustered_del_1-10Kb	non-clustered_del_10-100Kb	non-clustered_del_100Kb-1Mb	non-clustered_del_1Mb-10Mb	non-clustered_del_>10Mb	non-clustered_tds_1-10Kb	non-clustered_tds_10-100Kb	non-clustered_tds_100Kb-1Mb	non-clustered_tds_1Mb-10Mb	non-clustered_tds_>10Mb	non-clustered_inv_1-10Kb	non-clustered_inv_10-100Kb	non-clustered_inv_100Kb-1Mb	non-clustered_inv_1Mb-10Mb	non-clustered_inv_>10Mb	non-clustered_trans
CPCT02270009	CPCT02270009T	277.26282051282	392.580087633885	473.30217461863	0	0	0	0	836.802255761117	0	0	0	0	497.368386887374	0	0	0	2747.55923401493	0	0	0	0	0	0	0	0	0	0	0	0	597.142891918208	0	0	0	0	0	0	304.838688737423	0	0	0	0	0	0	0	0	0	0	0	0	0	77	87	78	209	6	0	0	0	2	4	2	0	0	0	12	0	8	0	2	1	2	4	4	2	2	4	2	2	2	4	58	96	42	6	6	19
CPCT02270021	CPCT02270021T	1291.10824742268	254.218213058419	627.03823024055	0	0	0	0	313.769329896907	0	0	0	0	248.713487972509	0	0	0	86.073883161512	333.286082474227	0	0	0	0	0	0	0	0	0	0	0	558.979810996564	0	0	0	0	0	0	348.79939862543	0	485.416666666667	0	0	0	0	0	0	0	0	0	0	0	50	115	47	181	38	8	10	14	22	24	14	8	25	16	34	16	39	57	34	100	8	2	2	6	8	6	12	2	9	10	56	18	23	31	18	34
CPCT02270028	CPCT02270028T	1407.18376811594	316.31652173913	978.432463768116	0	0	0	0	273.84115942029	0	0	0	0	253.852753623188	0	0	0	97.9431884057971	839.513043478261	0	0	0	0	0	0	0	0	0	0	0	700.593623188406	0	0	0	0	0	313.817971014493	394.771014492754	0	457.734492753623	0	0	0	0	0	0	0	0	0	0	0	155	441	144	377	14	0	4	8	8	16	0	6	17	2	10	10	8	16	23	45	18	10	2	14	0	12	8	0	13	10	64	10	12	12	17	75
CPCT02270030	CPCT02270030T	898.916839301568	184.598993785144	131.928085232317	0	0	0	0	360.168688961231	0	0	0	0	73.7392719739568	0	0	0	0	201.152707901746	0	0	0	0	0	0	0	0	0	0	0	655.627404557561	0	0	0	0	0	0	186.605504587156	0	543.262799644865	0	0	0	0	0	0	0	0	0	0	0	87	102	65	245	0	2	2	22	2	8	4	4	8	4	4	10	12	38	0	34	0	0	0	0	4	0	0	0	0	2	22	4	8	6	10	12
CPCT02290001	CPCT02290001T	0	4140.49828775382	663.660010611103	0	0	0	0	0	0	0	0	0	4731.14069358028	0	0	0	441.606472772874	9191.2160324121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1070.25804273381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	257	201	412	12	4	10	17	21	12	2	12	17	19	20	12	34	32	36	125	6	2	2	3	11	6	0	2	9	7	102	10	12	22	20	83
CPCT02290003	CPCT02290003T	939.924892263493	713.962138313154	142.792427662631	0	0	0	0	355.227477939668	0	0	0	0	115.235994254053	0	0	0	137.782167042889	229.469936384158	0	0	0	0	0	0	0	0	0	0	0	1122.79940488405	0	0	0	0	0	280.57459470552	264.541760722348	0	580.689205828032	0	0	0	0	0	0	0	0	0	0	0	70	150	52	230	18	2	2	38	70	28	6	6	25	54	16	18	36	66	99	97	12	0	4	0	8	2	2	2	5	10	44	8	48	10	23	43
CPCT02290008	CPCT02290008T	436.903789069321	634.90699027996	1474.30091380013	0	0	0	0	1800.9812583668	0	0	0	0	727.674233164542	0	0	0	218.45189453466	515.706070659449	0	0	0	0	0	0	0	0	0	0	0	959.093591758338	0	0	0	0	0	576.054653396193	437.901286304639	0	787.025318665968	0	0	0	0	0	0	0	0	0	0	0	573	275	155	394	16	0	2	2	2	18	0	0	6	4	54	6	6	5	8	32	8	4	2	4	16	16	2	2	4	12	414	44	36	7	26	98
CPCT02290010	CPCT02290010T	1563.68385815603	1401.00868085106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.166014184397	768.327375886525	0	0	0	0	0	0	0	0	0	0	0	1969.12045390071	0	0	0	0	0	729.785872340426	576.620936170213	0	1497.61270921986	0	0	0	0	0	0	0	0	0	0	0	111	413	65	745	2	4	4	7	8	4	2	8	12	8	8	8	16	30	26	182	0	0	2	5	0	4	2	4	4	0	48	10	40	8	12	64
CPCT02290011	CPCT02290011T	1060.27801439272	1816.83316199148	410.301072110442	0	0	0	0	430.315758554854	0	0	0	0	522.383316199148	0	0	0	108.079306799824	415.304743721545	0	0	0	0	0	0	0	0	0	0	0	759.056983404318	0	0	0	0	0	358.763254516082	353.759582904979	0	578.924805404612	0	0	0	0	0	0	0	0	0	0	0	86	162	38	123	42	14	30	49	45	26	10	20	50	38	14	22	44	97	81	465	12	2	0	11	7	10	2	2	22	6	36	8	18	15	15	67
CPCT02290018	CPCT02290018T	738.751366673416	1934.04008908686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569.422960113383	0	0	0	0	0	0	0	0	0	0	0	587.404737801174	0	0	0	0	0	330.664911925491	200.297023689006	0	362.133022879125	0	0	0	0	0	0	0	0	0	0	0	44	90	61	239	4	2	0	0	0	2	4	2	0	0	2	2	2	6	0	12	2	0	0	2	2	0	0	0	0	0	16	0	2	2	8	16
CPCT02290030	CPCT02290030T	868.410982912224	383.004381480941	222.875419891923	0	0	0	0	115.955454943771	0	0	0	0	213.839929896305	0	0	0	0	579.275303052432	0	0	0	0	0	0	0	0	0	0	0	407.099021469257	0	0	0	0	0	196.772893237914	163.64276325398	0	247.974003213086	0	0	0	0	0	0	0	0	0	0	0	34	67	43	156	26	12	22	48	79	28	18	18	43	66	24	18	50	90	115	138	6	8	16	20	35	12	12	14	13	26	34	12	16	66	55	132
CPCT02290035	CPCT02290035T	355.527345452681	644.049537191354	4775.3672982744	0	0	0	0	5372.91325863439	0	0	0	0	2208.16984179893	0	0	0	1814.63957334427	0	0	0	0	0	0	0	0	0	0	0	0	1186.59126689059	0	0	0	0	0	810.562344555268	1125.08653624266	0	976.075074998077	0	0	0	0	0	0	0	0	0	0	0	829	600	358	508	10	11	6	4	2	6	14	6	4	2	159	28	14	19	8	39	24	11	6	18	18	36	8	10	8	8	1761	284	124	57	44	253
CPCT02290037	CPCT02290037T	771.319583973526	233.247843044557	1368.9546152937	0	0	0	0	1720.32797541662	0	0	0	0	344.866446046567	0	0	0	224.238269708072	453.481857936414	0	0	0	0	0	0	0	0	0	0	0	1684.28968207068	0	0	0	0	0	468.99834534925	442.470157191821	0	757.805223968798	0	0	0	0	0	0	0	0	0	0	0	125	231	102	509	8	8	6	18	2	32	6	0	10	4	24	0	22	32	4	29	20	4	6	2	4	14	4	2	4	4	144	70	38	12	14	13
CPCT02290040	CPCT02290040T	671.080396222069	0	1261.53098364432	0	0	0	0	1176.89472471781	0	0	0	0	0	0	0	0	201.324118866621	597.461875143976	0	0	0	0	0	0	0	0	0	0	0	643.536051601014	0	0	0	0	0	464.748214697074	393.132918682331	0	958.543192812716	0	0	0	0	0	0	0	0	0	0	0	99	174	91	268	10	18	12	6	10	10	14	6	12	8	32	46	74	27	18	130	16	8	12	14	16	22	2	4	10	12	126	148	170	31	22	110
CPCT02290046	CPCT02290046T	1006.41524547804	503.956072351421	103.286046511628	0	0	0	0	217.549354005168	0	0	0	0	0	0	0	0	59.3770025839793	504.45503875969	0	0	0	0	0	0	0	0	0	0	0	885.166408268734	0	0	0	0	0	187.112403100775	142.205426356589	0	252.477002583979	0	0	0	0	0	0	0	0	0	0	0	45	118	57	250	0	0	0	5	2	0	0	0	4	2	2	0	4	2	6	36	4	0	0	1	2	4	0	0	0	0	8	0	0	2	2	12
CPCT02290048	CPCT02290048T	369.325903048207	137.680676782597	211.545857392238	0	0	0	0	469.822747415066	0	0	0	0	65.3229488384584	0	0	0	121.098697462065	1006.47589633409	0	0	0	0	0	0	0	0	0	0	0	397.465019470928	0	0	0	0	0	424.59916744998	181.899288304015	0	356.76379750235	0	0	0	0	0	0	0	0	0	0	0	57	216	59	236	8	0	4	22	38	8	4	6	20	24	2	8	16	51	42	22	4	2	10	4	10	0	2	6	10	8	50	10	30	13	14	30
CPCT02290052	CPCT02290052T	0	17239.8584143223	1150.55836317136	0	0	0	0	0	0	0	0	0	20054.9479283887	0	0	0	0	2150.97861892583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727.669360613811	0	0	1194.09841432225	0	0	0	0	0	0	0	0	0	0	0	184	440	236	732	20	4	6	11	18	18	2	2	20	8	36	5	8	33	44	19	8	0	8	7	6	12	0	4	8	6	280	23	16	9	22	53
CPCT02290057	CPCT02290057T	1266.95582586428	770.425736235595	160.819462227913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792.538412291933	0	0	0	0	0	0	0	0	0	0	0	791.533290653009	0	0	0	0	0	384.961587708067	0	0	353.802816901408	0	0	0	0	0	0	0	0	0	0	0	64	154	55	389	16	0	6	20	26	18	4	0	14	25	10	6	20	48	71	46	4	0	2	2	0	6	0	0	2	3	12	2	6	4	9	40
CPCT02300001	CPCT02300001T	764.815840154068	517.875300914781	307.42597496389	0	0	0	0	314.924169475205	0	0	0	0	0	0	0	0	106.974241694752	520.374699085219	0	0	0	0	0	0	0	0	0	0	0	709.82908040443	0	0	0	0	0	241.441863264324	196.452696196437	0	435.395161290323	0	0	0	0	0	0	0	0	0	0	0	46	90	47	241	2	10	14	30	4	2	4	26	30	4	16	8	26	78	2	88	0	0	2	4	6	4	0	4	2	6	20	6	20	10	8	6
CPCT02300005	CPCT02300005T	494.520992837738	165.672017782168	218.567300568042	0	0	0	0	384.23931835021	0	0	0	0	0	0	0	0	144.214497406767	408.191899234379	0	0	0	0	0	0	0	0	0	0	0	886.24549271425	0	0	0	0	0	423.661274388738	323.858854038034	0	532.445912571005	0	0	0	0	0	0	0	0	0	0	0	42	178	38	358	4	0	0	1	2	2	0	0	2	4	4	0	0	8	15	6	2	0	0	3	0	2	2	0	0	4	14	8	8	2	7	12
CPCT02300008	CPCT02300008T	0	1666.44045793359	2694.36163914548	0	0	0	0	3314.40928706445	0	0	0	0	1620.51100253219	0	0	0	363.941010735048	594.087520952958	0	0	0	0	0	0	0	0	0	0	0	1088.82763293983	0	0	0	0	0	811.253967687863	776.806876136809	0	874.157352259353	0	0	0	0	0	0	0	0	0	0	0	822	264	271	423	10	2	3	12	20	12	2	3	8	26	135	34	12	18	36	81	18	6	9	14	18	14	6	3	12	24	1267	392	124	50	64	449
CPCT02300009	CPCT02300009T	0	936.230839686431	2762.65658252741	0	0	0	0	6254.38229034778	0	0	0	0	1296.01169149538	0	0	0	409.819913256647	1538.70113951672	0	0	0	0	0	0	0	0	0	0	0	1913.99410037445	0	0	0	0	0	1468.64645348994	999.28005711053	0	760.093343390534	0	0	0	0	0	0	0	0	0	0	0	1002	355	255	678	85	4	4	15	2	69	4	0	12	2	156	20	8	20	11	128	43	0	2	11	4	47	4	2	8	12	554	60	52	22	23	170
CPCT02300011	CPCT02300011T	781.371847186968	4952.01902130257	637.987115637953	0	0	0	0	497.10037592777	0	0	0	0	5618.48324390322	0	0	0	0	1180.05134466472	0	0	0	0	0	0	0	0	0	0	0	319.24335700286	0	0	0	0	0	274.779102271632	619.002377662822	0	590.525270700125	0	0	0	0	0	0	0	0	0	0	0	52	149	59	304	14	6	6	8	14	20	0	0	16	7	20	4	8	35	30	27	6	0	0	6	2	10	0	2	4	1	110	4	14	11	10	25
CPCT02300014	CPCT02300014T	929.594821553534	92.257522743177	297.831350594822	0	0	0	0	442.234429671099	0	0	0	0	85.2379286214136	0	0	0	92.257522743177	266.744576627012	0	0	0	0	0	0	0	0	0	0	0	870.42967109867	0	0	0	0	0	143.400279916025	520.452764170749	0	558.559132260322	0	0	0	0	0	0	0	0	0	0	0	57	173	60	175	0	2	0	0	0	0	2	0	0	0	0	4	0	0	0	0	2	0	2	4	0	4	0	0	4	0	28	2	12	4	0	26
CPCT02300016	CPCT02300016T	519.522106448888	385.257955505491	355.198817234582	0	0	0	0	1385.72627428893	0	0	0	0	178.851872711912	0	0	0	122.240495635032	543.068431427767	0	0	0	0	0	0	0	0	0	0	0	1254.96902281048	0	0	0	0	0	773.521824838074	284.058856660096	0	1313.58434243875	0	0	0	0	0	0	0	0	0	0	0	141	240	118	381	8	6	12	14	10	12	2	4	18	6	14	10	20	22	12	23	6	2	4	4	8	12	4	4	2	14	42	8	22	8	4	81
CPCT02300018	CPCT02300018T	548.330874438873	14591.3047016512	764.961593993647	0	0	0	0	0	0	0	0	0	20576.4162444544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	158	94	220	20	6	6	18	4	14	6	6	8	14	12	12	14	26	25	70	6	10	10	8	6	6	6	2	6	4	32	36	34	18	31	108
CPCT02300021	CPCT02300021T	1010.5	334.5	986	0	0	0	0	543.5	0	0	0	0	552.5	0	0	0	317	840	0	0	0	0	0	0	0	0	0	0	0	616.5	0	0	0	0	0	493.5	1150	0	953	0	0	0	0	0	0	0	0	0	0	0	61	319	60	234	4	2	2	0	0	2	6	2	2	2	4	2	10	16	4	20	4	4	0	2	2	2	4	4	0	8	42	22	32	6	2	32
CPCT02300028	CPCT02300028T	463.579166666667	145.8395	0	0	0	0	0	329.2665	0	0	0	0	0	0	0	0	0	350.3155	0	0	0	0	0	0	0	0	0	0	0	851.983333333333	0	0	0	0	0	228.030833333333	198.963166666667	0	303.205833333333	0	0	0	0	0	0	0	0	0	0	0	44	92	47	217	2	0	4	4	0	0	4	4	0	0	4	2	2	5	0	12	6	0	0	0	0	2	0	2	2	0	6	2	6	7	8	16
CPCT02300032	CPCT02300032T	1713.22171887134	1028.13305720942	569.073647424282	0	0	0	0	575.07442402278	0	0	0	0	784.101475537147	0	0	0	132.017085166969	612.079213046855	0	0	0	0	0	0	0	0	0	0	0	825.106782293554	0	0	0	0	0	379.549119855035	345.044654413668	0	763.598822158944	0	0	0	0	0	0	0	0	0	0	0	59	270	78	433	40	12	38	73	57	38	16	40	83	76	46	38	80	175	158	186	18	8	6	11	17	14	0	6	9	10	56	26	48	23	12	120
CPCT02300040	CPCT02300040T	589.124012503552	338.708894572322	1605.25069622052	0	0	0	0	2345.02284739983	0	0	0	0	516.294117647059	0	0	0	160.624836601307	553.70673486786	0	0	0	0	0	0	0	0	0	0	0	904.886501847116	0	0	0	0	0	795.142824666098	354.17277635692	0	614.06575731742	0	0	0	0	0	0	0	0	0	0	0	439	290	147	302	8	0	0	6	0	2	0	6	8	5	30	4	6	17	2	28	10	2	0	8	12	6	4	2	2	17	662	50	10	23	20	50
CPCT02300043	CPCT02300043T	530.702384358608	0	3053.16432999523	0	0	0	0	2741.04530281354	0	0	0	0	362.638292799237	0	0	0	218.083166428231	601.729470672389	0	0	0	0	0	0	0	0	0	0	0	730.27849308536	0	0	0	0	0	757.788984263233	732.279256080114	0	693.264377682403	0	0	0	0	0	0	0	0	0	0	0	341	229	169	206	4	2	0	4	0	14	0	0	4	0	43	14	0	9	0	38	22	0	2	4	12	14	6	0	8	14	489	106	26	17	16	182
CPCT02310003	CPCT02310003T	629.340240641711	21437.1209893048	0	0	0	0	0	0	0	0	0	0	5933.42179144385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592.290775401069	0	0	0	0	0	0	0	0	566.256016042781	0	0	0	0	0	0	0	0	0	0	0	224	285	252	365	0	0	0	4	0	0	0	0	4	0	8	4	0	2	4	8	0	2	2	0	6	4	0	2	2	6	106	4	4	4	12	56
CPCT02310004	CPCT02310004T	0	0	1730.93162386857	0	0	0	0	0	0	0	0	0	2034.59506192875	0	0	0	63179.5045404584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	1166	162	638	16	22	8	30	4	20	6	8	21	9	28	21	28	37	18	45	28	10	8	14	14	22	8	6	13	13	162	61	108	41	28	71
CPCT02310006	CPCT02310006T	463.865220362146	430.910317731466	141.805944653229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355.513495046122	0	0	0	0	0	0	0	0	0	0	0	433.906217970618	0	0	0	0	0	294.596856850017	163.775879740348	0	431.409634437991	0	0	0	0	0	0	0	0	0	0	0	68	103	78	308	0	0	4	8	2	2	0	2	16	8	4	0	6	8	1	31	2	0	0	2	0	4	0	0	0	0	14	2	2	2	3	7
CPCT02310011	CPCT02310011T	1315.67908824037	4257.43339664997	902.151338283544	0	0	0	0	655.336349507857	0	0	0	0	4451.18065964428	0	0	0	0	253.323294767743	0	0	0	0	0	0	0	0	0	0	0	952.215230530133	0	0	0	0	0	289.369297185288	487.121671559316	0	771.484579519945	0	0	0	0	0	0	0	0	0	0	0	122	186	113	406	14	4	16	22	13	22	6	12	24	20	12	6	38	50	44	70	6	0	4	6	5	2	0	2	4	4	90	12	6	10	8	38
CPCT02310018	CPCT02310018T	681.126132994494	226.709868699704	1154.47640830157	0	0	0	0	946.202287166455	0	0	0	0	321.87818720881	0	0	0	109.617958492164	428.506565014824	0	0	0	0	0	0	0	0	0	0	0	731.450741211351	0	0	0	0	0	486.803388394748	282.017111393477	0	513.211351122406	0	0	0	0	0	0	0	0	0	0	0	102	204	92	393	4	4	0	0	0	2	6	0	0	0	16	12	10	3	0	2	12	6	2	0	4	8	0	8	0	2	142	108	68	15	4	22
CPCT02310019	CPCT02310019T	642.121280816095	1930.364598092	686.629687352413	0	0	0	0	533.600783980353	0	0	0	0	1068.7018513271	0	0	0	271.551289317087	1653.81236422027	0	0	0	0	0	0	0	0	0	0	0	523.598894871068	0	0	0	0	0	958.1809766695	1013.19136677057	0	1307.24690658355	0	0	0	0	0	0	0	0	0	0	0	206	420	208	1554	2	4	8	10	22	4	2	4	8	20	20	6	12	24	42	77	6	0	6	2	10	8	0	2	6	8	60	14	44	12	14	73
CPCT02310021	CPCT02310021T	3541.09528450409	637.597496064173	712.225953969563	0	0	0	0	1694.41659794587	0	0	0	0	297.011245220781	0	0	0	275.975035609866	2638.04085763551	0	0	0	0	0	0	0	0	0	0	0	721.742334507834	0	0	0	0	0	1182.03463528001	446.268161031562	0	1215.59239823075	0	0	0	0	0	0	0	0	0	0	0	115	584	113	822	52	8	22	46	28	64	8	14	50	17	82	10	32	83	56	372	8	0	2	10	16	6	0	0	12	11	142	6	20	17	24	52
CPCT02310022	CPCT02310022T	869.079981592269	601.055315232398	373.034330418776	0	0	0	0	185.517073170732	0	0	0	0	173.515968706857	0	0	0	92.5085135757018	1331.62254947078	0	0	0	0	0	0	0	0	0	0	0	853.578554993097	0	0	0	0	0	536.54937873907	113.010400368155	0	303.527933732168	0	0	0	0	0	0	0	0	0	0	0	52	128	40	244	22	6	16	22	39	20	2	10	30	14	20	24	40	57	60	151	10	0	8	4	1	6	2	2	4	4	40	22	36	17	20	19
CPCT02320003	CPCT02320003T	513.729314756895	2463.49729883423	877.245379584874	0	0	0	0	887.259596246801	0	0	0	0	2207.63406312198	0	0	0	161.729599090134	564.30110889963	0	0	0	0	0	0	0	0	0	0	0	884.255331248223	0	0	0	0	0	423.601364799545	402.0707989764	0	1180.67614444129	0	0	0	0	0	0	0	0	0	0	0	102	210	102	339	42	14	31	113	82	19	8	22	109	70	42	40	77	218	190	412	16	4	9	23	8	21	2	10	27	22	72	24	31	86	48	66
CPCT02320007	CPCT02320007T	977.715846403461	4269.17544618713	0	0	0	0	0	497.627798810168	0	0	0	0	992.248783126014	0	0	0	0	388.881341265549	0	0	0	0	0	0	0	0	0	0	0	1084.95889670092	0	0	0	0	0	0	232.02585181179	0	436.489237425635	0	0	0	0	0	0	0	0	0	0	0	61	169	57	347	0	0	2	2	4	0	0	2	0	4	0	0	4	9	6	9	0	0	0	2	0	0	0	0	2	0	24	0	2	3	4	9
CPCT02320008	CPCT02320008T	489.585545010991	8182.28602577163	1440.72310689329	0	0	0	0	831.995067288617	0	0	0	0	12458.9008632245	0	0	0	0	2147.06789627008	0	0	0	0	0	0	0	0	0	0	0	662.292102300145	0	0	0	0	0	500.598716780155	732.876521366146	0	464.055010455203	0	0	0	0	0	0	0	0	0	0	0	60	218	101	433	24	2	9	31	30	16	2	6	23	24	14	4	32	44	72	140	16	2	3	3	6	8	0	4	7	6	48	12	8	12	12	24
CPCT02320009	CPCT02320009T	821.596075471698	139.942188679245	147.465962264151	0	0	0	0	361.141132075472	0	0	0	0	0	0	0	0	64.2028679245283	404.779018867925	0	0	0	0	0	0	0	0	0	0	0	616.447849056604	0	0	0	0	0	324.525433962264	162.011924528302	0	256.309886792453	0	0	0	0	0	0	0	0	0	0	0	29	49	24	74	4	2	2	2	2	2	2	0	2	0	0	4	8	12	4	31	0	0	0	2	2	0	0	2	2	2	2	0	6	6	0	11
CPCT02320010	CPCT02320010T	884.230147673447	295.410977988298	0	0	0	0	0	194.770966843132	0	0	0	0	0	0	0	0	0	705.982167734745	0	0	0	0	0	0	0	0	0	0	0	712.491223181945	0	0	0	0	0	323.449986068543	124.673446642519	0	234.826692672053	0	0	0	0	0	0	0	0	0	0	0	46	130	30	214	2	0	0	2	4	2	0	2	4	0	0	0	2	0	6	18	0	0	0	0	4	2	0	0	0	0	14	4	0	4	4	12
CPCT02330017	CPCT02330017T	944.637647889811	349.083348048737	633.782447466008	0	0	0	0	1188.09058802755	0	0	0	0	247.979957619636	0	0	0	101.606392371535	298.28015186297	0	0	0	0	0	0	0	0	0	0	0	938.098622638178	0	0	0	0	0	229.871887692036	285.705103302137	0	479.863853081406	0	0	0	0	0	0	0	0	0	0	0	106	169	72	204	6	4	8	14	8	4	0	2	16	5	8	0	18	24	16	21	0	2	0	4	4	4	2	0	4	3	74	10	64	22	8	41
CPCT02330027	CPCT02330027T	696.917515885385	749.524517443952	630.281980577868	0	0	0	0	828.685529313032	0	0	0	0	410.835631219278	0	0	0	0	1789.64009111617	0	0	0	0	0	0	0	0	0	0	0	1448.94712864165	0	0	0	0	0	609.239179954442	499.014986212684	0	611.243256204292	0	0	0	0	0	0	0	0	0	0	0	60	187	55	304	26	8	19	49	107	14	14	24	31	94	22	29	24	85	168	209	6	4	7	19	39	4	4	6	27	66	46	13	28	43	70	135
CPCT02330032	CPCT02330032T	509.42252559727	142.176109215017	194.926962457338	0	0	0	0	0	0	0	0	0	54.2580204778157	0	0	0	49.2341296928328	1060.0409556314	0	0	0	0	0	0	0	0	0	0	0	375.284641638225	0	0	0	0	0	291.888054607509	0	0	198.443686006826	0	0	0	0	0	0	0	0	0	0	0	26	49	30	108	2	0	0	4	2	8	0	0	2	2	10	8	4	6	6	98	2	0	0	6	0	2	0	0	6	2	10	2	6	4	10	54
CPCT02330035	CPCT02330035T	304.146788990826	1022.49348140995	3719.79526798648	0	0	0	0	5032.42877836794	0	0	0	0	1565.25543215838	0	0	0	578.279092225978	1236.59681313375	0	0	0	0	0	0	0	0	0	0	0	1688.31482375664	0	0	0	0	0	1878.90680830517	439.211974891357	0	1182.57073877354	0	0	0	0	0	0	0	0	0	0	0	194	675	150	570	43	6	16	63	64	38	10	16	62	71	64	20	54	130	136	196	13	10	4	17	6	14	4	6	14	21	326	56	72	32	28	164
CPCT02330037	CPCT02330037T	474.874397453388	704.829331514325	1439.08890404729	0	0	0	0	3957.61919054116	0	0	0	0	848.488813096862	0	0	0	426.489085948158	0	0	0	0	0	0	0	0	0	0	0	0	852.479354251933	0	0	0	0	0	879.415507048659	476.869668030923	0	746.231195998181	0	0	0	0	0	0	0	0	0	0	0	449	259	157	239	20	8	6	22	30	26	8	6	24	18	46	14	4	47	57	41	8	0	0	6	14	12	2	2	4	14	330	10	16	33	29	97
CPCT02330042	CPCT02330042T	398.671232876712	724.178082191781	192.118721461187	0	0	0	0	271.255707762557	0	0	0	0	0	0	0	0	55.2465753424658	336.954337899543	0	0	0	0	0	0	0	0	0	0	0	713.72602739726	0	0	0	0	0	131.89497716895	260.803652968037	0	479.799086757991	0	0	0	0	0	0	0	0	0	0	0	78	108	71	142	2	0	0	0	0	0	0	0	2	4	2	0	6	6	4	0	4	0	0	0	4	4	0	2	0	2	36	0	4	4	6	24
CPCT02330061	CPCT02330061T	597.386519484864	407.874226459274	0	0	0	0	0	303.916039471483	0	0	0	0	0	0	0	0	149.719685566148	210.403411941796	0	0	0	0	0	0	0	0	0	0	0	533.718347549757	0	0	0	0	0	236.268606790433	105.947817360763	0	322.320120421475	0	0	0	0	0	0	0	0	0	0	0	45	79	40	179	0	0	0	2	4	0	0	0	2	2	4	0	0	0	10	19	0	0	2	0	0	0	0	2	0	2	10	2	6	2	0	17
CPCT02330066	CPCT02330066T	1938.00083687395	1902.01010686237	1743.55092056135	0	0	0	0	1308.66293292133	0	0	0	0	2478.86152954809	0	0	0	239.93820007725	1873.51744560319	0	0	0	0	0	0	0	0	0	0	0	575.8516801854	0	0	0	0	0	1365.64825543968	0	0	1883.51487060641	0	0	0	0	0	0	0	0	0	0	0	130	661	204	822	36	15	14	26	31	30	16	6	29	20	40	30	34	57	47	201	14	3	0	0	9	12	0	4	7	16	46	18	20	23	17	73
CPCT02330067	CPCT02330067T	871.240523642048	91.4978507229387	0	0	0	0	0	166.4054318093	0	0	0	0	0	0	0	0	0	119.148300117233	0	0	0	0	0	0	0	0	0	0	0	527.369480265729	0	0	0	0	0	161.880812817507	162.886283704572	0	388.614497850723	0	0	0	0	0	0	0	0	0	0	0	48	82	51	274	4	0	0	4	2	2	2	0	2	2	0	0	2	4	8	14	0	0	0	2	0	0	0	0	0	0	6	0	4	4	2	0
CPCT02330071	CPCT02330071T	617.801139398255	359.338436888019	1361.57147943742	0	0	0	0	1357.05465551006	0	0	0	0	0	0	0	0	402.499198860602	1038.86950329357	0	0	0	0	0	0	0	0	0	0	0	918.42086523055	0	0	0	0	0	889.31244436532	527.464660850988	0	934.480683638953	0	0	0	0	0	0	0	0	0	0	0	110	532	114	429	14	4	0	5	4	6	6	0	4	2	14	4	7	8	10	27	12	4	6	7	12	12	4	2	10	8	96	40	71	34	18	39
CPCT02330076	CPCT02330076T	28480.5946684025	0	4519.40423689386	0	0	0	0	10100.0511676187	0	0	0	0	0	0	0	0	46749.1653178355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61448.1014516552	104417.683157594	0	0	0	0	0	0	0	0	0	0	0	0	0	1002	185674	1235	17957	12	4	3	19	24	12	0	12	20	22	12	4	28	47	20	99	10	2	5	11	16	14	4	0	12	10	72	26	32	37	26	79
